device_id,timestamp,downstream_curr_rate_kbps,downstream_max_rate_kbps,upstream_curr_rate_kbps,upstream_max_rate_kbps,snr_margin_down_db,snr_margin_up_db,attenuation_down_db,attenuation_up_db,crc_errors_total,health_score,root_cause
IGD_282,2026-02-24 09:21:38,3124,11527,1496,1729,17.71,17.78,41.53,39.85,86,0,NORMAL
IGD_154,2026-02-24 21:21:37,4665,13888,1921,2083,22.01,17.9,38.0,39.14,45,0,NORMAL
IGD_143,2026-02-23 15:21:37,988,9590,778,1438,15.04,15.51,42.52,44.31,432,1,Configuration / Ports overload
IGD_166,2026-02-23 03:21:38,2464,8640,1199,1296,20.69,18.27,43.76,44.04,31,0,NORMAL
IGD_064,2026-02-22 21:21:37,1865,20568,1582,3085,2.94,5.02,18.72,22.77,2090,2,High Interference / Noise
IGD_255,2026-02-23 03:21:38,6972,17695,2372,2654,20.35,19.53,29.6,32.41,33,0,NORMAL
IGD_151,2026-02-24 15:21:37,2174,17732,2026,2659,9.91,9.79,42.89,48.63,160,1,Line degradation
IGD_295,2026-02-23 03:21:38,4695,12989,1747,1948,18.21,17.9,28.88,34.54,47,0,NORMAL
IGD_049,2026-02-23 09:21:37,6036,16581,2298,2487,23.1,20.42,38.29,41.25,43,0,NORMAL
IGD_193,2026-02-24 15:21:38,7381,16534,2153,2480,21.98,21.58,27.97,31.84,25,0,NORMAL
IGD_112,2026-02-23 15:21:37,3699,17029,1948,2554,16.63,11.9,34.27,41.37,4,0,Line degradation
IGD_257,2026-02-23 15:21:38,8488,19839,2584,2975,17.76,16.79,18.81,21.06,48,0,NORMAL
IGD_109,2026-02-24 21:21:37,1219,17544,1555,2631,3.92,3.45,35.49,38.16,1862,2,High Interference / Noise
IGD_044,2026-02-24 21:21:37,3498,13601,927,2040,20.3,13.71,27.79,24.62,355,0,Configuration / Ports overload
IGD_172,2026-02-24 15:21:38,1746,14533,958,2179,13.44,12.48,39.3,44.81,353,0,Configuration / Ports overload
IGD_245,2026-02-23 15:21:38,4693,20128,2142,3019,14.9,12.55,28.7,30.62,101,0,Line degradation
IGD_086,2026-02-24 09:21:37,3027,16967,1211,2545,21.77,13.5,31.5,36.13,191,1,Configuration / Ports overload
IGD_199,2026-02-23 15:21:38,5276,20798,2376,3119,14.57,12.38,27.74,35.0,73,0,Line degradation
IGD_017,2026-02-24 09:21:37,2117,14215,1556,2132,10.58,9.54,39.14,48.1,263,0,Line degradation
IGD_006,2026-02-25 03:21:37,8624,21533,2981,3229,18.9,15.68,28.06,29.53,15,0,NORMAL
IGD_062,2026-02-23 03:21:37,7853,16078,2270,2411,22.84,20.94,26.4,27.8,10,0,NORMAL
IGD_054,2026-02-22 21:21:37,4696,14813,2029,2221,17.42,13.42,33.76,38.67,33,0,NORMAL
IGD_279,2026-02-24 15:21:38,802,13955,1193,2093,2.85,2.95,36.12,41.88,1859,2,High Interference / Noise
IGD_005,2026-02-25 03:21:37,1450,19463,1935,2919,4.53,5.81,46.77,47.43,983,1,Line degradation
IGD_189,2026-02-23 15:21:38,8820,22571,3123,3385,18.28,17.73,27.46,28.31,17,0,NORMAL
IGD_102,2026-02-23 03:21:37,2070,22439,1562,3365,5.23,6.67,23.74,27.11,704,2,High Interference / Noise
IGD_086,2026-02-24 21:21:37,2815,16967,1128,2545,16.59,11.79,29.29,32.74,298,0,Configuration / Ports overload
IGD_102,2026-02-24 15:21:37,2490,22439,1811,3365,6.84,4.75,26.16,23.48,1101,2,High Interference / Noise
IGD_005,2026-02-24 21:21:37,1828,19463,1778,2919,9.3,4.65,41.24,52.43,424,1,Line degradation
IGD_072,2026-02-25 03:21:37,366,8897,1059,1334,5.35,3.95,60.43,69.81,1252,2,Line degradation
IGD_240,2026-02-22 21:21:38,5351,14676,1539,2201,21.18,17.68,33.14,41.01,41,0,Line degradation
IGD_266,2026-02-23 09:21:38,9129,18274,2417,2741,22.56,13.92,24.21,27.32,51,0,NORMAL
IGD_225,2026-02-24 09:21:38,7305,17254,2256,2588,22.55,15.38,33.1,35.06,51,0,NORMAL
IGD_116,2026-02-25 03:21:37,2783,16137,1021,2420,12.99,13.99,28.97,28.09,343,0,Configuration / Ports overload
IGD_064,2026-02-23 09:21:37,2341,20568,1985,3085,4.19,5.63,12.12,15.73,677,2,High Interference / Noise
IGD_134,2026-02-24 21:21:37,506,8904,745,1335,3.99,4.13,45.49,48.48,1822,2,High Interference / Noise
IGD_213,2026-02-24 15:21:38,4927,20729,1892,3109,13.95,9.85,27.51,32.42,58,0,Crosstalk / Saturation
IGD_261,2026-02-23 09:21:38,7000,14910,1941,2236,25.81,14.28,28.71,38.18,13,0,NORMAL
IGD_144,2026-02-24 09:21:37,5735,14232,1894,2134,22.53,11.15,33.38,31.88,36,0,NORMAL
IGD_003,2026-02-24 03:21:37,925,8969,1057,1345,11.12,9.08,51.63,62.91,142,1,Line degradation
IGD_297,2026-02-24 03:21:38,3844,23042,1325,3456,14.28,15.57,20.3,19.18,212,1,Configuration / Ports overload
IGD_022,2026-02-25 03:21:37,1929,23089,1715,3463,6.36,2.39,20.96,22.38,1225,2,High Interference / Noise
IGD_282,2026-02-24 21:21:38,3297,11527,1512,1729,19.46,17.17,38.56,38.88,44,0,NORMAL
IGD_028,2026-02-24 09:21:37,976,10949,1075,1642,11.11,8.49,52.26,62.55,110,1,Line degradation
IGD_216,2026-02-24 15:21:38,3758,12236,1727,1835,18.6,13.3,31.87,36.01,57,0,NORMAL
IGD_149,2026-02-22 21:21:37,1252,13247,876,1987,5.73,5.72,28.76,34.64,1083,2,High Interference / Noise
IGD_124,2026-02-24 03:21:37,7996,22076,3054,3311,16.6,20.75,22.23,20.42,7,0,NORMAL
IGD_160,2026-02-23 15:21:38,2011,21145,1547,3171,6.02,6.13,25.32,30.56,1604,2,High Interference / Noise
IGD_100,2026-02-25 03:21:37,9487,23565,3117,3534,19.8,18.23,21.71,24.53,46,0,NORMAL
IGD_215,2026-02-22 21:21:38,7675,20374,2762,3056,16.87,21.43,23.02,30.2,24,0,NORMAL
IGD_037,2026-02-23 03:21:37,5758,16382,2282,2457,19.21,21.51,29.42,31.31,17,0,NORMAL
IGD_146,2026-02-24 15:21:37,4466,12049,1688,1807,19.2,20.25,29.22,30.13,44,0,NORMAL
IGD_200,2026-02-23 15:21:38,3132,14950,1375,2242,17.49,13.97,38.77,48.0,3,0,Line degradation
IGD_168,2026-02-23 03:21:38,3874,15213,1206,2281,20.87,15.04,25.27,26.54,249,0,Configuration / Ports overload
IGD_234,2026-02-23 21:21:38,2754,14943,1385,2241,12.3,10.73,39.28,45.46,123,0,Line degradation
IGD_166,2026-02-22 21:21:38,2449,8640,1141,1296,22.85,17.31,47.0,53.46,2,1,NORMAL
IGD_184,2026-02-24 03:21:38,2637,14517,776,2177,19.15,17.58,30.88,32.51,387,1,Configuration / Ports overload
IGD_112,2026-02-23 21:21:37,3001,17029,1556,2554,15.04,12.42,39.67,40.63,46,0,Line degradation
IGD_185,2026-02-24 09:21:38,5675,16041,2282,2406,17.25,14.55,31.52,33.82,24,0,NORMAL
IGD_132,2026-02-24 15:21:37,10007,23901,3235,3585,21.31,17.53,25.48,27.22,23,0,NORMAL
IGD_263,2026-02-25 03:21:38,6588,17236,2438,2585,20.89,14.74,32.96,38.71,16,0,NORMAL
IGD_030,2026-02-24 15:21:37,1508,12098,862,1814,11.57,15.9,34.94,37.84,309,1,Configuration / Ports overload
IGD_132,2026-02-23 15:21:37,11190,23901,3225,3585,19.3,21.98,23.32,26.01,14,0,NORMAL
IGD_094,2026-02-24 15:21:37,10900,23781,3168,3567,18.26,17.05,17.47,20.62,19,0,NORMAL
IGD_025,2026-02-22 21:21:37,1090,14003,1422,2100,8.28,4.88,41.16,48.67,866,2,Crosstalk / Saturation
IGD_144,2026-02-23 09:21:37,4854,14232,1830,2134,18.51,15.65,33.44,33.9,29,0,NORMAL
IGD_059,2026-02-23 09:21:37,8713,18167,2493,2725,20.73,16.15,24.61,27.75,21,0,NORMAL
IGD_291,2026-02-24 09:21:38,9829,18422,2359,2763,23.43,14.32,22.74,22.86,3,0,NORMAL
IGD_196,2026-02-23 21:21:38,10950,20982,2988,3147,22.27,16.86,17.25,18.75,76,0,NORMAL
IGD_134,2026-02-23 21:21:37,613,8904,569,1335,8.96,6.2,45.29,53.54,885,2,High Interference / Noise
IGD_173,2026-02-25 03:21:38,3094,9921,1382,1488,23.31,17.26,47.4,45.36,11,1,NORMAL
IGD_168,2026-02-23 09:21:38,3152,15213,1198,2281,20.5,18.51,26.96,26.87,347,0,Configuration / Ports overload
IGD_036,2026-02-22 21:21:37,10058,22985,3271,3447,17.35,15.27,20.21,23.82,33,0,NORMAL
IGD_275,2026-02-24 03:21:38,4475,23253,2425,3487,12.38,10.23,31.26,39.15,179,0,Crosstalk / Saturation
IGD_123,2026-02-22 21:21:37,488,10638,677,1595,4.59,7.32,46.61,50.16,1708,2,High Interference / Noise
IGD_035,2026-02-25 03:21:37,1720,23511,1656,3526,3.33,1.62,17.36,22.91,1300,2,High Interference / Noise
IGD_152,2026-02-24 21:21:37,1785,20272,1384,3040,2.7,2.97,18.35,24.53,1759,2,High Interference / Noise
IGD_255,2026-02-24 15:21:38,8336,17695,2296,2654,23.54,22.76,27.23,34.29,32,0,NORMAL
IGD_065,2026-02-23 15:21:37,1307,10547,558,1582,16.31,16.68,44.83,45.88,369,1,Configuration / Ports overload
IGD_284,2026-02-24 03:21:38,835,9427,869,1414,6.49,2.02,42.31,49.49,727,2,High Interference / Noise
IGD_095,2026-02-23 21:21:37,986,12624,894,1893,2.7,5.74,30.09,33.94,2278,2,High Interference / Noise
IGD_147,2026-02-23 09:21:37,11859,20733,2750,3109,23.48,13.54,19.02,19.36,49,0,NORMAL
IGD_066,2026-02-24 15:21:37,2410,10566,1408,1584,19.82,14.28,45.97,47.55,16,1,NORMAL
IGD_271,2026-02-23 09:21:38,2053,16473,898,2470,16.25,16.97,38.32,37.29,128,1,Configuration / Ports overload
IGD_290,2026-02-23 15:21:38,8166,21831,3012,3274,14.83,12.99,25.88,22.17,65,0,NORMAL
IGD_124,2026-02-24 09:21:37,12250,22076,2923,3311,23.56,16.08,20.92,22.36,20,0,NORMAL
IGD_247,2026-02-24 15:21:38,12672,19884,2703,2982,25.23,20.27,16.83,20.43,33,0,NORMAL
IGD_065,2026-02-24 15:21:37,2038,10547,758,1582,20.59,13.63,38.72,46.35,277,0,Configuration / Ports overload
IGD_113,2026-02-24 03:21:37,11247,21398,2771,3209,24.61,13.97,19.42,19.97,70,0,NORMAL
IGD_112,2026-02-22 21:21:37,6258,17029,1865,2554,17.87,16.08,27.66,28.07,46,0,Line degradation
IGD_266,2026-02-22 21:21:38,8034,18274,2372,2741,21.01,13.32,22.77,27.82,92,0,NORMAL
IGD_195,2026-02-22 21:21:38,1252,11778,907,1766,16.53,16.86,47.09,43.29,430,1,Configuration / Ports overload
IGD_054,2026-02-24 21:21:37,5078,14813,2004,2221,19.25,19.38,33.4,36.72,0,0,NORMAL
IGD_105,2026-02-24 21:21:37,4565,14249,1996,2137,22.39,17.95,37.84,39.06,24,0,NORMAL
IGD_299,2026-02-23 15:21:38,3090,16191,1837,2428,14.27,13.89,41.44,45.82,33,0,Line degradation
IGD_238,2026-02-24 03:21:38,3847,22784,2379,3417,7.87,7.32,22.97,31.66,284,1,Crosstalk / Saturation
IGD_221,2026-02-25 03:21:38,7432,14383,1927,2157,21.89,14.6,29.18,34.09,34,0,NORMAL
IGD_234,2026-02-24 21:21:38,1339,14943,1584,2241,9.11,5.81,47.63,50.19,727,1,Line degradation
IGD_217,2026-02-23 09:21:38,4042,23344,1867,3501,16.19,12.66,19.88,18.79,295,1,Configuration / Ports overload
IGD_081,2026-02-23 03:21:37,7469,18023,2401,2703,20.97,16.19,25.48,22.86,134,0,NORMAL
IGD_079,2026-02-24 09:21:37,1290,14237,1432,2135,8.51,7.12,52.01,57.08,117,1,Line degradation
IGD_270,2026-02-23 21:21:38,10635,23670,3345,3550,18.32,16.95,18.13,18.15,87,0,NORMAL
IGD_205,2026-02-22 21:21:38,1397,17140,1699,2571,5.86,4.02,41.87,51.46,326,2,Crosstalk / Saturation
IGD_079,2026-02-24 21:21:37,990,14237,1291,2135,9.06,8.48,53.88,62.72,727,2,Line degradation
IGD_219,2026-02-23 15:21:38,3101,18676,1496,2801,15.23,14.5,20.77,25.91,124,1,Configuration / Ports overload
IGD_247,2026-02-24 21:21:38,10067,19884,2679,2982,20.59,20.0,16.94,21.98,80,0,NORMAL
IGD_202,2026-02-23 15:21:38,1864,15879,1517,2381,6.42,4.14,26.94,32.05,1350,2,High Interference / Noise
IGD_072,2026-02-23 21:21:37,1179,8897,859,1334,12.89,11.24,51.35,58.85,84,1,Line degradation
IGD_081,2026-02-23 15:21:37,8401,18023,2553,2703,19.94,13.88,22.28,18.66,29,0,NORMAL
IGD_201,2026-02-24 21:21:38,1733,14758,1335,2213,7.45,5.83,31.91,36.77,840,2,High Interference / Noise
IGD_277,2026-02-23 03:21:38,2408,10254,1370,1538,16.55,15.19,46.8,48.12,65,1,NORMAL
IGD_013,2026-02-23 15:21:37,6452,14304,2027,2145,22.25,20.22,29.81,31.67,8,0,NORMAL
IGD_181,2026-02-24 21:21:38,4105,22025,1474,3303,13.76,12.94,23.31,26.48,291,0,Configuration / Ports overload
IGD_229,2026-02-24 09:21:38,5792,13010,1739,1951,21.77,20.01,29.35,30.64,5,0,NORMAL
IGD_215,2026-02-24 15:21:38,11189,20374,2779,3056,22.56,16.42,22.56,24.03,22,0,NORMAL
IGD_062,2026-02-24 21:21:37,7730,16078,2141,2411,24.71,18.89,30.57,28.62,88,0,NORMAL
IGD_041,2026-02-24 09:21:37,3542,12520,1603,1878,20.01,15.39,38.6,43.22,19,0,NORMAL
IGD_116,2026-02-24 15:21:37,2037,16137,1134,2420,14.12,16.09,27.1,31.65,439,1,Configuration / Ports overload
IGD_107,2026-02-24 21:21:37,1149,13094,1108,1964,6.04,4.84,42.55,50.0,687,2,High Interference / Noise
IGD_114,2026-02-23 15:21:37,3419,15491,1524,2323,15.82,12.49,35.35,39.41,70,0,Line degradation
IGD_291,2026-02-24 03:21:38,11226,18422,2516,2763,23.29,20.34,16.8,16.0,19,0,NORMAL
IGD_050,2026-02-24 15:21:37,2341,14218,1087,2132,19.92,12.73,35.09,38.53,205,1,Configuration / Ports overload
IGD_107,2026-02-23 03:21:37,990,13094,989,1964,5.38,4.18,38.24,40.3,2485,2,High Interference / Noise
IGD_033,2026-02-24 03:21:37,1182,11171,1287,1675,14.88,11.54,51.08,58.45,191,1,Line degradation
IGD_035,2026-02-23 09:21:37,3602,23511,1533,3526,7.05,5.08,20.73,25.65,958,2,High Interference / Noise
IGD_236,2026-02-24 09:21:38,4943,15459,2139,2318,22.71,17.83,41.05,44.59,22,0,NORMAL
IGD_227,2026-02-24 09:21:38,4858,11855,1627,1778,23.04,15.61,40.85,38.33,115,0,NORMAL
IGD_079,2026-02-23 09:21:37,3224,14237,1620,2135,16.12,15.61,44.97,51.07,8,0,Line degradation
IGD_237,2026-02-24 15:21:38,8298,22727,3165,3409,16.57,13.74,20.2,24.19,31,0,NORMAL
IGD_030,2026-02-25 03:21:37,2076,12098,755,1814,20.43,13.22,32.2,36.11,242,1,Configuration / Ports overload
IGD_147,2026-02-23 03:21:37,9641,20733,2741,3109,19.95,15.92,19.76,22.03,24,0,NORMAL
IGD_238,2026-02-23 15:21:38,3833,22784,2091,3417,10.84,9.95,22.86,31.51,129,0,Crosstalk / Saturation
IGD_031,2026-02-23 15:21:37,3902,15185,1455,2277,15.28,13.24,34.19,40.48,5,0,Line degradation
IGD_124,2026-02-24 15:21:37,9411,22076,2893,3311,18.84,17.92,19.64,23.66,70,0,NORMAL
IGD_258,2026-02-23 03:21:38,4008,11224,1500,1683,25.81,18.0,40.08,44.48,40,0,NORMAL
IGD_166,2026-02-24 09:21:38,2298,8640,1152,1296,25.11,11.5,49.02,49.78,24,1,NORMAL
IGD_067,2026-02-23 21:21:37,10168,18353,2495,2752,22.24,19.03,19.09,20.05,56,0,NORMAL
IGD_170,2026-02-22 21:21:38,579,8044,938,1206,5.33,8.8,42.21,49.32,1442,2,Crosstalk / Saturation
IGD_023,2026-02-22 21:21:37,6994,16969,2400,2545,21.53,14.83,29.02,32.06,17,0,NORMAL
IGD_163,2026-02-24 09:21:38,9325,18186,2490,2727,21.78,19.8,18.25,19.48,50,0,NORMAL
IGD_119,2026-02-24 21:21:37,4237,13760,1826,2064,22.53,17.55,41.55,44.67,126,0,NORMAL
IGD_146,2026-02-24 03:21:37,4170,12049,1697,1807,16.76,20.01,28.63,32.31,52,0,NORMAL
IGD_045,2026-02-25 03:21:37,2536,9835,1274,1475,15.62,15.87,41.1,51.79,43,0,NORMAL
IGD_201,2026-02-23 09:21:38,1661,14758,951,2213,5.72,3.42,24.84,29.98,811,2,High Interference / Noise
IGD_262,2026-02-24 09:21:38,4728,16249,2120,2437,19.1,18.17,38.13,40.01,128,0,NORMAL
IGD_009,2026-02-23 21:21:37,2910,21094,2165,3164,9.52,9.56,28.44,37.26,746,1,Crosstalk / Saturation
IGD_095,2026-02-23 03:21:37,811,12624,1050,1893,4.09,1.0,32.61,37.71,3961,2,High Interference / Noise
IGD_097,2026-02-23 03:21:37,1810,12891,946,1933,15.19,12.8,35.4,35.66,349,0,Configuration / Ports overload
IGD_085,2026-02-23 03:21:37,6379,17681,2391,2652,21.69,14.27,31.2,33.81,10,0,NORMAL
IGD_133,2026-02-24 09:21:37,1750,15935,1789,2390,11.22,8.69,50.22,60.38,223,1,Line degradation
IGD_238,2026-02-24 21:21:38,2979,22784,2238,3417,8.33,2.01,26.63,36.21,606,1,Crosstalk / Saturation
IGD_244,2026-02-22 21:21:38,12636,23265,3047,3489,20.24,18.81,17.63,19.68,4,0,NORMAL
IGD_138,2026-02-23 15:21:37,13235,23517,3129,3527,21.5,15.4,19.44,19.7,49,0,NORMAL
IGD_030,2026-02-22 21:21:37,2516,12098,759,1814,20.09,15.51,35.66,37.8,284,0,Configuration / Ports overload
IGD_187,2026-02-24 15:21:38,6703,17570,2245,2635,25.65,14.75,35.24,38.83,17,0,NORMAL
IGD_156,2026-02-23 21:21:37,3249,16241,1931,2436,13.29,12.0,35.02,43.08,148,0,Line degradation
IGD_061,2026-02-23 21:21:37,2588,11057,1516,1658,17.17,17.97,44.46,49.91,21,0,NORMAL
IGD_204,2026-02-23 09:21:38,7731,21896,3099,3284,15.21,18.48,20.04,23.91,0,0,NORMAL
IGD_092,2026-02-24 09:21:37,1060,16631,1169,2494,4.9,4.7,39.63,42.46,821,2,High Interference / Noise
IGD_264,2026-02-23 09:21:38,5019,19622,1812,2943,19.41,15.11,28.76,31.84,17,0,Line degradation
IGD_234,2026-02-24 15:21:38,1469,14943,1346,2241,8.76,8.04,46.74,54.78,467,1,Line degradation
IGD_210,2026-02-24 21:21:38,2441,22556,2262,3383,7.35,5.52,38.81,42.57,1178,1,Line degradation
IGD_244,2026-02-24 15:21:38,9617,23265,3155,3489,17.19,17.28,20.9,21.15,44,0,NORMAL
IGD_083,2026-02-23 03:21:37,2393,12656,770,1898,19.04,20.15,37.31,38.15,335,0,Configuration / Ports overload
IGD_247,2026-02-25 03:21:38,11166,19884,2776,2982,23.75,23.0,16.2,19.32,93,0,NORMAL
IGD_101,2026-02-22 21:21:37,4957,15163,1950,2274,15.51,16.55,28.22,30.09,67,0,NORMAL
IGD_171,2026-02-23 15:21:38,4590,16597,1972,2489,15.62,11.92,31.28,38.64,55,0,Line degradation
IGD_002,2026-02-24 21:21:37,1308,15893,1712,2383,6.57,6.49,49.37,57.73,531,1,Line degradation
IGD_178,2026-02-24 15:21:38,1395,10958,1122,1643,10.66,9.52,44.08,56.17,462,0,Crosstalk / Saturation
IGD_121,2026-02-24 21:21:37,2997,23634,2802,3545,6.93,6.44,37.91,40.4,757,1,Line degradation
IGD_257,2026-02-22 21:21:38,9236,19839,2768,2975,20.68,20.04,18.87,20.53,47,0,NORMAL
IGD_194,2026-02-24 09:21:38,587,11299,857,1694,4.19,4.85,39.82,41.89,1385,2,High Interference / Noise
IGD_172,2026-02-24 21:21:38,2187,14533,921,2179,14.76,16.4,38.99,43.87,264,0,Configuration / Ports overload
IGD_143,2026-02-24 15:21:37,897,9590,505,1438,12.31,14.41,42.88,44.05,529,1,Configuration / Ports overload
IGD_225,2026-02-23 03:21:38,4944,17254,2432,2588,17.86,20.84,35.93,34.64,50,0,NORMAL
IGD_232,2026-02-22 21:21:38,8414,19994,2742,2999,18.0,14.46,23.75,23.77,40,0,NORMAL
IGD_136,2026-02-24 15:21:37,2541,13731,1030,2059,23.09,19.14,26.47,32.17,258,1,Configuration / Ports overload
IGD_206,2026-02-24 15:21:38,3468,12582,1739,1887,16.79,13.43,38.26,40.48,42,0,NORMAL
IGD_037,2026-02-22 21:21:37,6947,16382,2104,2457,22.45,14.88,29.27,32.09,69,0,NORMAL
IGD_228,2026-02-22 21:21:38,5519,16956,2214,2543,20.15,18.63,35.78,38.34,17,0,NORMAL
IGD_209,2026-02-23 21:21:38,5687,16054,2202,2408,16.72,15.33,31.12,30.46,6,0,NORMAL
IGD_157,2026-02-23 21:21:37,3581,11346,1479,1701,24.51,15.52,47.61,49.04,23,1,NORMAL
IGD_035,2026-02-23 21:21:37,2600,23511,2116,3526,4.84,3.98,18.81,23.41,1586,2,High Interference / Noise
IGD_099,2026-02-24 09:21:37,7913,21082,2977,3162,17.19,13.68,25.59,23.23,37,0,NORMAL
IGD_127,2026-02-22 21:21:37,7925,21069,2037,3160,20.51,16.8,21.75,29.82,47,0,Line degradation
IGD_172,2026-02-23 15:21:38,2674,14533,833,2179,17.97,16.42,41.48,43.57,454,0,Configuration / Ports overload
IGD_173,2026-02-22 21:21:38,2240,9921,1297,1488,16.46,19.48,42.31,47.44,13,0,NORMAL
IGD_265,2026-02-24 09:21:38,2922,8073,1122,1210,24.68,16.87,39.08,42.16,54,0,NORMAL
IGD_289,2026-02-24 09:21:38,9448,22831,3057,3424,19.54,20.28,26.57,29.73,23,0,NORMAL
IGD_158,2026-02-24 03:21:37,4125,19050,1939,2857,13.59,6.02,23.97,36.3,70,0,Crosstalk / Saturation
IGD_009,2026-02-24 03:21:37,3380,21094,2341,3164,11.19,11.53,28.83,40.87,554,1,Crosstalk / Saturation
IGD_207,2026-02-23 15:21:38,770,9045,670,1356,9.27,5.99,42.36,48.64,608,2,High Interference / Noise
IGD_067,2026-02-24 21:21:37,7177,18353,2566,2752,15.75,21.72,17.5,19.06,31,0,NORMAL
IGD_102,2026-02-23 21:21:37,2372,22439,1860,3365,6.15,6.24,24.37,29.82,1249,2,High Interference / Noise
IGD_013,2026-02-24 21:21:37,6164,14304,1922,2145,21.08,18.56,29.0,36.0,9,0,NORMAL
IGD_188,2026-02-23 15:21:38,3363,16254,1480,2438,17.11,14.99,40.68,45.48,27,0,Line degradation
IGD_115,2026-02-24 09:21:37,2557,15557,1458,2333,12.86,11.81,42.92,52.67,81,0,Crosstalk / Saturation
IGD_090,2026-02-23 03:21:37,2723,20228,1809,3034,5.27,4.18,24.49,24.53,622,2,High Interference / Noise
IGD_248,2026-02-23 03:21:38,11177,23091,3139,3463,20.58,18.62,16.6,23.3,38,0,NORMAL
IGD_031,2026-02-24 15:21:37,2022,15185,1732,2277,8.46,8.62,42.66,48.24,202,1,Line degradation
IGD_039,2026-02-23 15:21:37,474,8626,620,1293,5.73,4.41,46.79,55.15,1821,2,High Interference / Noise
IGD_184,2026-02-23 15:21:38,2721,14517,977,2177,17.33,14.19,32.45,36.26,149,0,Configuration / Ports overload
IGD_113,2026-02-24 15:21:37,9465,21398,3001,3209,15.21,20.68,16.15,25.36,35,0,NORMAL
IGD_043,2026-02-24 09:21:37,2424,22668,2208,3400,3.04,0.11,16.49,18.1,3548,2,High Interference / Noise
IGD_050,2026-02-23 21:21:37,2444,14218,938,2132,19.94,16.32,34.66,40.49,242,1,Configuration / Ports overload
IGD_157,2026-02-24 03:21:37,3252,11346,1595,1701,25.65,15.49,49.06,53.75,33,1,NORMAL
IGD_280,2026-02-23 03:21:38,2315,13265,1398,1989,13.19,6.6,34.82,36.33,127,0,Crosstalk / Saturation
IGD_262,2026-02-23 03:21:38,4685,16249,2167,2437,18.39,21.93,40.37,42.82,33,0,NORMAL
IGD_126,2026-02-23 03:21:37,8668,22292,3032,3343,16.76,18.1,21.15,19.57,35,0,NORMAL
IGD_130,2026-02-24 03:21:37,4583,14398,1877,2159,19.26,13.01,35.78,38.38,47,0,NORMAL
IGD_028,2026-02-24 03:21:37,1326,10949,1242,1642,11.32,10.78,54.4,59.49,105,1,Line degradation
IGD_049,2026-02-25 03:21:37,5565,16581,2134,2487,22.27,15.77,40.53,41.26,39,0,NORMAL
IGD_196,2026-02-24 15:21:38,10719,20982,2744,3147,18.09,21.1,17.56,24.57,20,0,NORMAL
IGD_070,2026-02-22 21:21:37,4371,15604,1791,2340,20.74,17.9,33.33,39.05,112,0,Line degradation
IGD_206,2026-02-23 03:21:38,5214,12582,1640,1887,23.89,17.23,36.82,38.55,62,0,NORMAL
IGD_224,2026-02-24 21:21:38,3039,17569,1404,2635,19.1,17.77,35.19,40.1,285,1,Configuration / Ports overload
IGD_125,2026-02-23 09:21:37,9405,21202,2946,3180,18.63,19.43,19.37,25.63,60,0,NORMAL
IGD_268,2026-02-23 15:21:38,3178,16240,1168,2436,18.88,15.69,28.5,35.84,286,0,Configuration / Ports overload
IGD_208,2026-02-25 03:21:38,2035,15087,905,2263,12.86,12.9,32.49,32.2,283,1,Configuration / Ports overload
IGD_106,2026-02-24 21:21:37,6839,13998,1966,2099,25.28,18.36,27.8,29.64,138,0,NORMAL
IGD_012,2026-02-24 21:21:37,2749,23243,2366,3486,8.37,4.92,41.45,47.36,1037,1,Line degradation
IGD_200,2026-02-24 03:21:38,2233,14950,1659,2242,9.97,11.1,44.34,50.1,251,0,Line degradation
IGD_229,2026-02-24 03:21:38,5337,13010,1661,1951,21.5,21.31,29.05,32.1,54,0,NORMAL
IGD_029,2026-02-23 03:21:37,2777,13251,986,1987,21.16,15.16,28.94,33.06,205,0,Configuration / Ports overload
IGD_281,2026-02-24 15:21:38,1650,13204,804,1980,17.62,13.01,32.02,35.8,170,1,Configuration / Ports overload
IGD_234,2026-02-24 03:21:38,2410,14943,1509,2241,10.55,10.53,41.52,47.24,31,0,Line degradation
IGD_277,2026-02-23 09:21:38,2961,10254,1358,1538,23.03,20.61,47.2,49.83,61,1,NORMAL
IGD_295,2026-02-24 03:21:38,4588,12989,1685,1948,18.6,14.2,31.28,30.88,16,0,NORMAL
IGD_118,2026-02-25 03:21:37,1437,12831,793,1924,5.26,2.6,29.66,34.66,749,2,High Interference / Noise
IGD_161,2026-02-23 09:21:38,4393,13936,1873,2090,17.94,18.81,35.91,37.33,87,0,NORMAL
IGD_212,2026-02-24 09:21:38,2347,9413,1319,1411,15.63,15.32,43.39,45.59,19,0,NORMAL
IGD_031,2026-02-23 21:21:37,3386,15185,1570,2277,12.6,9.35,36.13,40.01,75,0,Line degradation
IGD_185,2026-02-23 21:21:38,6591,16041,2157,2406,22.71,15.04,31.37,31.74,54,0,NORMAL
IGD_136,2026-02-24 09:21:37,2621,13731,907,2059,15.12,12.78,30.27,33.54,312,0,Configuration / Ports overload
IGD_244,2026-02-24 09:21:38,14121,23265,3170,3489,24.99,13.19,18.53,20.35,70,0,NORMAL
IGD_058,2026-02-24 03:21:37,3371,23043,1894,3456,4.85,5.02,11.81,19.97,1534,2,High Interference / Noise
IGD_188,2026-02-23 03:21:38,4793,16254,1751,2438,19.79,17.97,35.25,48.6,2,0,Line degradation
